,Año,Clave_Ent,Entidad,Bien jurídico afectado,Tipo de delito,Subtipo de delito,Modalidad,Enero,Febrero,Marzo
3223,2026,29,Tlaxcala,Libertad personal,Trafico de menores,Trafico de menores,Trafico de menores,0,0,0
3224,2026,29,Tlaxcala,Libertad personal,Rapto,Rapto,Rapto,0,0,0
3225,2026,29,Tlaxcala,Libertad personal,Privacion ilegal de la libertad,Privacion ilegal de la libertad,Privacion ilegal de la libertad,0,0,2
3226,2026,29,Tlaxcala,Libertad personal,Retencion o sustraccion de menores e incapaces,Retencion o sustraccion de menores e incapaces,Retencion o sustraccion de menores e incapaces,0,0,0
3227,2026,29,Tlaxcala,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,0,1,4
3228,2026,29,Tlaxcala,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,0,0,0
3229,2026,29,Tlaxcala,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,0,0,0
3230,2026,29,Tlaxcala,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,0,0,0
3231,2026,29,Tlaxcala,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,0,0,0
3232,2026,29,Tlaxcala,La libertad y la seguridad sexual,Violacion,Violacion simple,Violacion simple,2,0,3
3233,2026,29,Tlaxcala,La libertad y la seguridad sexual,Violacion,Violacion equiparada,Violacion equiparada,0,0,0
3234,2026,29,Tlaxcala,La libertad y la seguridad sexual,Violacion a la intimidad sexual,Violacion a la intimidad sexual,Violacion a la intimidad sexual,0,0,0
3235,2026,29,Tlaxcala,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,0,0,1
3236,2026,29,Tlaxcala,El patrimonio,Robo,Robo a casa habitacion,Con violencia,2,23,6
3237,2026,29,Tlaxcala,El patrimonio,Robo,Robo a casa habitacion,Sin violencia,12,0,12
3238,2026,29,Tlaxcala,El patrimonio,Robo,Robo de vehiculo automotor - Coche de 4 ruedas,Con violencia,17,16,12
3239,2026,29,Tlaxcala,El patrimonio,Robo,Robo de vehiculo automotor - Coche de 4 ruedas,Sin violencia,1,0,6
3240,2026,29,Tlaxcala,El patrimonio,Robo,Robo de vehiculo automotor - Motocicleta,Con violencia,7,4,4
3241,2026,29,Tlaxcala,El patrimonio,Robo,Robo de vehiculo automotor - Motocicleta,Sin violencia,4,0,2
3242,2026,29,Tlaxcala,El patrimonio,Robo,Robo de vehiculo automotor - Embarcaciones,Con violencia,0,0,0
3243,2026,29,Tlaxcala,El patrimonio,Robo,Robo de vehiculo automotor - Embarcaciones,Sin violencia,0,0,0
3244,2026,29,Tlaxcala,El patrimonio,Robo,Robo de autopartes,Con violencia,0,0,0
3245,2026,29,Tlaxcala,El patrimonio,Robo,Robo de autopartes,Sin violencia,0,0,0
3246,2026,29,Tlaxcala,El patrimonio,Robo,Robo a transportista,Con violencia,4,5,1
3247,2026,29,Tlaxcala,El patrimonio,Robo,Robo a transportista,Sin violencia,0,0,0
3248,2026,29,Tlaxcala,El patrimonio,Robo,Robo a transeunte en via publica,Con violencia,3,9,3
3249,2026,29,Tlaxcala,El patrimonio,Robo,Robo a transeunte en via publica,Sin violencia,0,0,0
3250,2026,29,Tlaxcala,El patrimonio,Robo,Robo a transeunte en espacio abierto al publico,Con violencia,0,2,0
3251,2026,29,Tlaxcala,El patrimonio,Robo,Robo a transeunte en espacio abierto al publico,Sin violencia,0,0,0
3252,2026,29,Tlaxcala,El patrimonio,Robo,Robo en transporte publico individual,Con violencia,0,0,0
3253,2026,29,Tlaxcala,El patrimonio,Robo,Robo en transporte publico individual,Sin violencia,0,0,0
3254,2026,29,Tlaxcala,El patrimonio,Robo,Robo en transporte publico colectivo,Con violencia,0,0,0
3255,2026,29,Tlaxcala,El patrimonio,Robo,Robo en transporte publico colectivo,Sin violencia,0,0,0
3256,2026,29,Tlaxcala,El patrimonio,Robo,Robo en transporte individual,Con violencia,0,0,0
3257,2026,29,Tlaxcala,El patrimonio,Robo,Robo en transporte individual,Sin violencia,0,0,0
3258,2026,29,Tlaxcala,El patrimonio,Robo,Robo a institucion bancaria,Con violencia,0,0,0
3259,2026,29,Tlaxcala,El patrimonio,Robo,Robo a institucion bancaria,Sin violencia,0,0,0
3260,2026,29,Tlaxcala,El patrimonio,Robo,Robo a negocio,Con violencia,2,14,2
3261,2026,29,Tlaxcala,El patrimonio,Robo,Robo a negocio,Sin violencia,10,0,12
3262,2026,29,Tlaxcala,El patrimonio,Robo,Robo de ganado,Con violencia,0,2,0
3263,2026,29,Tlaxcala,El patrimonio,Robo,Robo de ganado,Sin violencia,2,0,1
3264,2026,29,Tlaxcala,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agricola,Con violencia,0,0,0
3265,2026,29,Tlaxcala,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agricola,Sin violencia,2,0,0
3266,2026,29,Tlaxcala,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Con violencia,0,1,0
3267,2026,29,Tlaxcala,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Sin violencia,0,0,0
3268,2026,29,Tlaxcala,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios publicos",Con violencia,0,2,0
3269,2026,29,Tlaxcala,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios publicos",Sin violencia,0,0,1
3270,2026,29,Tlaxcala,El patrimonio,Robo,Otros robos,Con violencia,0,3,0
3271,2026,29,Tlaxcala,El patrimonio,Robo,Otros robos,Sin violencia,4,0,7
3272,2026,29,Tlaxcala,El patrimonio,Fraude,Fraude,Fraude,2,4,3
3273,2026,29,Tlaxcala,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,0,0,0
3274,2026,29,Tlaxcala,El patrimonio,Extorsion,Extorsion presencial,Extorsion presencial,0,0,0
3275,2026,29,Tlaxcala,El patrimonio,Extorsion,Tentativa de extorsion presencial,Tentativa de extorsion presencial,0,0,0
3276,2026,29,Tlaxcala,El patrimonio,Extorsion,Extorsion por otros medios,Extorsion por otros medios,0,0,0
3277,2026,29,Tlaxcala,El patrimonio,Extorsion,Tentativa de extorsion por otros medios,Tentativa de extorsion por otros medios,0,0,0
3278,2026,29,Tlaxcala,El patrimonio,Dano a la propiedad,Dano a la propiedad,Dano a la propiedad,2,2,4
3279,2026,29,Tlaxcala,El patrimonio,Despojo,Despojo,Despojo,2,1,0
3280,2026,29,Tlaxcala,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,0,0,0
3281,2026,29,Tlaxcala,La familia,Violencia familiar,Violencia familiar,Violencia familiar,1,6,1
3282,2026,29,Tlaxcala,La familia,Violencia de genero en todas sus modalidades distinta a la violencia familiar,Violencia de genero en todas sus modalidades distinta a la violencia familiar,Violencia de genero en todas sus modalidades distinta a la violencia familiar,1,0,0
3283,2026,29,Tlaxcala,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,4,5,5
3284,2026,29,Tlaxcala,La sociedad,Corrupcion de menores,Corrupcion de menores,Corrupcion de menores,0,0,0
3285,2026,29,Tlaxcala,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,0,0,0
3286,2026,29,Tlaxcala,La sociedad,Trata de personas,Trata de personas con fines de explotacion sexual,Trata de personas con fines de explotacion sexual,0,0,1
3287,2026,29,Tlaxcala,La sociedad,Trata de personas,Trata de personas con fines de trabajo o servicios forzados,Trata de personas con fines de trabajo o servicios forzados,0,0,0
3288,2026,29,Tlaxcala,La sociedad,Trata de personas,Trata de personas con fines de trafico de organos,Trata de personas con fines de trafico de organos,0,0,0
3289,2026,29,Tlaxcala,La sociedad,Trata de personas,Trata de personas con otros fines,Trata de personas con otros fines,0,0,0
3290,2026,29,Tlaxcala,La sociedad,Pornografia infantil,Pornografia infantil,Pornografia infantil,0,0,0
3291,2026,29,Tlaxcala,La sociedad,Discriminacion,Discriminacion,Discriminacion,0,0,0
3292,2026,29,Tlaxcala,Otros bienes juridicos afectados (del fuero comun),Narcomenudeo,Narcomenudeo posesion simple,Narcomenudeo posesion simple,13,13,23
3293,2026,29,Tlaxcala,Otros bienes juridicos afectados (del fuero comun),Otros delitos del Fuero Comun,Otros delitos del Fuero Comun,Otros delitos del Fuero Comun,7,10,9
3294,2026,29,Tlaxcala,Otros bienes juridicos afectados (del fuero comun),Narcomenudeo,Narcomenudeo con fines de venta,Narcomenudeo con fines de venta,0,0,0
3295,2026,29,Tlaxcala,Otros bienes juridicos afectados (del fuero comun),Amenazas,Amenazas,Amenazas,1,0,0
3296,2026,29,Tlaxcala,Otros bienes juridicos afectados (del fuero comun),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,4,1,0
3297,2026,29,Tlaxcala,Otros bienes juridicos afectados (del fuero comun),Evasion de presos,Evasion de presos,Evasion de presos,0,0,0
3298,2026,29,Tlaxcala,Otros bienes juridicos afectados (del fuero comun),Falsedad,Falsedad,Falsedad,0,0,0
3299,2026,29,Tlaxcala,Otros bienes juridicos afectados (del fuero comun),Falsificacion,Falsificacion,Falsificacion,1,0,0
3300,2026,29,Tlaxcala,Otros bienes juridicos afectados (del fuero comun),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,0,0,0
3301,2026,29,Tlaxcala,Otros bienes juridicos afectados (del fuero comun),Delitos cometidos por servidores publicos,Delitos cometidos por servidores publicos,Delitos cometidos por servidores publicos,0,0,0
3302,2026,29,Tlaxcala,Otros bienes juridicos afectados (del fuero comun),Electorales,Electorales,Electorales,0,0,0
3303,2026,29,Tlaxcala,Otros bienes juridicos afectados (del fuero comun),Delitos contra la administracion de justicia,Delitos contra la administracion de justicia,Delitos contra la administracion de justicia,0,0,0
3304,2026,29,Tlaxcala,Otros bienes juridicos afectados (del fuero comun),Suplantacion y usurpacion de identidad,Suplantacion y usurpacion de identidad,Suplantacion y usurpacion de identidad,0,0,0
3305,2026,29,Tlaxcala,Otros bienes juridicos afectados (del fuero comun),Tortura,Tortura,Tortura,0,0,0
3306,2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,7,7,8
3307,2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,50,48,55
3308,2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,11,15,14
3309,2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0
3310,2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Homicidio,Tentativa de homicidio doloso,Tentativa de homicidio doloso,2,10,8
3311,2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0
3312,2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,1,1,0
3313,2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,4,8,6
3314,2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de transito,88,96,75
3315,2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,0,0,0
3316,2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,11,11,12
3317,2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,61,72,66
3318,2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,43,39,46
3319,2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,357,348,514
3320,2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,0,0,0
3321,2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,2,1,2
3322,2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,3,0,1
3323,2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,60,49,72
3324,2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de transito,117,130,109
3325,2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,0,0,0
3326,2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,2,1,0
3327,2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,1,1,0
3328,2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,0,4,0
3329,2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,0,0,0
3330,2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Feminicidio,Tentativa de feminicidio,Tentativa de feminicidio,1,0,1
3331,2026,30,Veracruz de Ignacio de la Llave,La vida y la Integridad corporal,Aborto,Aborto,Aborto,1,1,1
3332,2026,30,Veracruz de Ignacio de la Llave,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,14,12,9
3333,2026,30,Veracruz de Ignacio de la Llave,Libertad personal,Secuestro,Secuestro extorsivo,Secuestro extorsivo,3,3,4
3334,2026,30,Veracruz de Ignacio de la Llave,Libertad personal,Secuestro,Secuestro con calidad de rehen,Secuestro con calidad de rehen,0,0,0
3335,2026,30,Veracruz de Ignacio de la Llave,Libertad personal,Secuestro,Secuestro para causar dano,Secuestro para causar dano,0,0,0
3336,2026,30,Veracruz de Ignacio de la Llave,Libertad personal,Secuestro,Secuestro expres,Secuestro expres,0,0,0
3337,2026,30,Veracruz de Ignacio de la Llave,Libertad personal,Trafico de menores,Trafico de menores,Trafico de menores,0,0,0
3338,2026,30,Veracruz de Ignacio de la Llave,Libertad personal,Rapto,Rapto,Rapto,0,0,0
3339,2026,30,Veracruz de Ignacio de la Llave,Libertad personal,Privacion ilegal de la libertad,Privacion ilegal de la libertad,Privacion ilegal de la libertad,32,41,49
3340,2026,30,Veracruz de Ignacio de la Llave,Libertad personal,Retencion o sustraccion de menores e incapaces,Retencion o sustraccion de menores e incapaces,Retencion o sustraccion de menores e incapaces,93,82,85
3341,2026,30,Veracruz de Ignacio de la Llave,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,66,77,123
3342,2026,30,Veracruz de Ignacio de la Llave,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,111,129,135
3343,2026,30,Veracruz de Ignacio de la Llave,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,36,33,46
3344,2026,30,Veracruz de Ignacio de la Llave,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,6,1,5
3345,2026,30,Veracruz de Ignacio de la Llave,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,0,0,0
3346,2026,30,Veracruz de Ignacio de la Llave,La libertad y la seguridad sexual,Violacion,Violacion simple,Violacion simple,39,29,59
3347,2026,30,Veracruz de Ignacio de la Llave,La libertad y la seguridad sexual,Violacion,Violacion equiparada,Violacion equiparada,2,3,0
3348,2026,30,Veracruz de Ignacio de la Llave,La libertad y la seguridad sexual,Violacion a la intimidad sexual,Violacion a la intimidad sexual,Violacion a la intimidad sexual,28,24,31
3349,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,79,102,79
3350,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo a casa habitacion,Con violencia,21,25,24
3351,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo a casa habitacion,Sin violencia,126,106,115
3352,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo de vehiculo automotor - Coche de 4 ruedas,Con violencia,68,69,84
3353,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo de vehiculo automotor - Coche de 4 ruedas,Sin violencia,170,155,186
3354,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo de vehiculo automotor - Motocicleta,Con violencia,22,14,22
3355,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo de vehiculo automotor - Motocicleta,Sin violencia,213,192,164
3356,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo de vehiculo automotor - Embarcaciones,Con violencia,0,0,0
3357,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo de vehiculo automotor - Embarcaciones,Sin violencia,2,0,0
3358,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo de autopartes,Con violencia,0,1,1
3359,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo de autopartes,Sin violencia,10,12,11
3360,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo a transportista,Con violencia,8,2,6
3361,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo a transportista,Sin violencia,1,0,2
3362,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo a transeunte en via publica,Con violencia,69,54,62
3363,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo a transeunte en via publica,Sin violencia,33,43,43
3364,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo a transeunte en espacio abierto al publico,Con violencia,9,6,5
3365,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo a transeunte en espacio abierto al publico,Sin violencia,11,16,16
3366,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo en transporte publico individual,Con violencia,2,2,3
3367,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo en transporte publico individual,Sin violencia,4,2,0
3368,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo en transporte publico colectivo,Con violencia,0,0,1
3369,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo en transporte publico colectivo,Sin violencia,1,1,1
3370,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo en transporte individual,Con violencia,4,3,3
3371,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo en transporte individual,Sin violencia,1,2,0
3372,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo a institucion bancaria,Con violencia,0,1,1
3373,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo a institucion bancaria,Sin violencia,0,0,0
3374,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo a negocio,Con violencia,205,146,210
3375,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo a negocio,Sin violencia,178,139,206
3376,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo de ganado,Con violencia,2,0,0
3377,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo de ganado,Sin violencia,23,13,16
3378,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agricola,Con violencia,0,0,0
3379,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agricola,Sin violencia,1,1,1
3380,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Con violencia,0,0,0
3381,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Sin violencia,0,0,0
3382,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios publicos",Con violencia,0,0,0
3383,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios publicos",Sin violencia,1,3,1
3384,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Otros robos,Con violencia,41,41,58
3385,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Robo,Otros robos,Sin violencia,208,197,238
3386,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Fraude,Fraude,Fraude,270,294,350
3387,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,64,84,92
3388,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Extorsion,Extorsion presencial,Extorsion presencial,14,12,12
3389,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Extorsion,Tentativa de extorsion presencial,Tentativa de extorsion presencial,3,3,0
3390,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Extorsion,Extorsion por otros medios,Extorsion por otros medios,15,19,20
3391,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Extorsion,Tentativa de extorsion por otros medios,Tentativa de extorsion por otros medios,2,1,0
3392,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Dano a la propiedad,Dano a la propiedad,Dano a la propiedad,510,475,538
3393,2026,30,Veracruz de Ignacio de la Llave,El patrimonio,Despojo,Despojo,Despojo,99,109,115
3394,2026,30,Veracruz de Ignacio de la Llave,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,77,79,98
3395,2026,30,Veracruz de Ignacio de la Llave,La familia,Violencia familiar,Violencia familiar,Violencia familiar,787,739,1034
3396,2026,30,Veracruz de Ignacio de la Llave,La familia,Violencia de genero en todas sus modalidades distinta a la violencia familiar,Violencia de genero en todas sus modalidades distinta a la violencia familiar,Violencia de genero en todas sus modalidades distinta a la violencia familiar,162,192,229
3397,2026,30,Veracruz de Ignacio de la Llave,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,88,94,106
3398,2026,30,Veracruz de Ignacio de la Llave,La sociedad,Corrupcion de menores,Corrupcion de menores,Corrupcion de menores,6,1,8
3399,2026,30,Veracruz de Ignacio de la Llave,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,0,0,0
3400,2026,30,Veracruz de Ignacio de la Llave,La sociedad,Trata de personas,Trata de personas con fines de explotacion sexual,Trata de personas con fines de explotacion sexual,0,0,0
3401,2026,30,Veracruz de Ignacio de la Llave,La sociedad,Trata de personas,Trata de personas con fines de trabajo o servicios forzados,Trata de personas con fines de trabajo o servicios forzados,0,0,0
3402,2026,30,Veracruz de Ignacio de la Llave,La sociedad,Trata de personas,Trata de personas con fines de trafico de organos,Trata de personas con fines de trafico de organos,0,0,0
3403,2026,30,Veracruz de Ignacio de la Llave,La sociedad,Trata de personas,Trata de personas con otros fines,Trata de personas con otros fines,0,0,0
3404,2026,30,Veracruz de Ignacio de la Llave,La sociedad,Pornografia infantil,Pornografia infantil,Pornografia infantil,0,0,0
3405,2026,30,Veracruz de Ignacio de la Llave,La sociedad,Discriminacion,Discriminacion,Discriminacion,0,0,10
3406,2026,30,Veracruz de Ignacio de la Llave,Otros bienes juridicos afectados (del fuero comun),Narcomenudeo,Narcomenudeo posesion simple,Narcomenudeo posesion simple,346,380,511
3407,2026,30,Veracruz de Ignacio de la Llave,Otros bienes juridicos afectados (del fuero comun),Otros delitos del Fuero Comun,Otros delitos del Fuero Comun,Otros delitos del Fuero Comun,217,202,229
3408,2026,30,Veracruz de Ignacio de la Llave,Otros bienes juridicos afectados (del fuero comun),Narcomenudeo,Narcomenudeo con fines de venta,Narcomenudeo con fines de venta,0,0,0
3409,2026,30,Veracruz de Ignacio de la Llave,Otros bienes juridicos afectados (del fuero comun),Amenazas,Amenazas,Amenazas,506,499,679
3410,2026,30,Veracruz de Ignacio de la Llave,Otros bienes juridicos afectados (del fuero comun),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,55,52,43
3411,2026,30,Veracruz de Ignacio de la Llave,Otros bienes juridicos afectados (del fuero comun),Evasion de presos,Evasion de presos,Evasion de presos,0,1,2
3412,2026,30,Veracruz de Ignacio de la Llave,Otros bienes juridicos afectados (del fuero comun),Falsedad,Falsedad,Falsedad,23,21,29
3413,2026,30,Veracruz de Ignacio de la Llave,Otros bienes juridicos afectados (del fuero comun),Falsificacion,Falsificacion,Falsificacion,15,45,40
3414,2026,30,Veracruz de Ignacio de la Llave,Otros bienes juridicos afectados (del fuero comun),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,5,1,5
3415,2026,30,Veracruz de Ignacio de la Llave,Otros bienes juridicos afectados (del fuero comun),Delitos cometidos por servidores publicos,Delitos cometidos por servidores publicos,Delitos cometidos por servidores publicos,50,58,151
3416,2026,30,Veracruz de Ignacio de la Llave,Otros bienes juridicos afectados (del fuero comun),Electorales,Electorales,Electorales,0,1,1
3417,2026,30,Veracruz de Ignacio de la Llave,Otros bienes juridicos afectados (del fuero comun),Delitos contra la administracion de justicia,Delitos contra la administracion de justicia,Delitos contra la administracion de justicia,9,16,18
3418,2026,30,Veracruz de Ignacio de la Llave,Otros bienes juridicos afectados (del fuero comun),Suplantacion y usurpacion de identidad,Suplantacion y usurpacion de identidad,Suplantacion y usurpacion de identidad,109,94,126
3419,2026,30,Veracruz de Ignacio de la Llave,Otros bienes juridicos afectados (del fuero comun),Tortura,Tortura,Tortura,7,12,21
3420,2026,31,Yucatan,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,0,0,0
3421,2026,31,Yucatan,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,3,1,3
3422,2026,31,Yucatan,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,0,2,0
3423,2026,31,Yucatan,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,0,0,0
3424,2026,31,Yucatan,La vida y la Integridad corporal,Homicidio,Tentativa de homicidio doloso,Tentativa de homicidio doloso,0,0,0
3425,2026,31,Yucatan,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,0,0,0
3426,2026,31,Yucatan,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,0,0,0
3427,2026,31,Yucatan,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,1,0,0
3428,2026,31,Yucatan,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de transito,8,19,12
3429,2026,31,Yucatan,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,3,0,0
3430,2026,31,Yucatan,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,2,0,0
