,Ano,Clave_Ent,Entidad,Bien juridico afectado,Tipo de delito,Subtipo de delito,Modalidad,Mes,Total_delitos,Ano_mes
5790,2026,19,Nuevo Leon,La familia,Violencia de genero en todas sus modalidades distinta a la violencia familiar,Violencia de genero en todas sus modalidades distinta a la violencia familiar,Violencia de genero en todas sus modalidades distinta a la violencia familiar,Febrero,0,2026-Febrero
5791,2026,19,Nuevo Leon,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Febrero,80,2026-Febrero
5792,2026,19,Nuevo Leon,La sociedad,Corrupcion de menores,Corrupcion de menores,Corrupcion de menores,Febrero,18,2026-Febrero
5793,2026,19,Nuevo Leon,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Febrero,0,2026-Febrero
5794,2026,19,Nuevo Leon,La sociedad,Trata de personas,Trata de personas con fines de explotacion sexual,Trata de personas con fines de explotacion sexual,Febrero,0,2026-Febrero
5795,2026,19,Nuevo Leon,La sociedad,Trata de personas,Trata de personas con fines de trabajo o servicios forzados,Trata de personas con fines de trabajo o servicios forzados,Febrero,0,2026-Febrero
5796,2026,19,Nuevo Leon,La sociedad,Trata de personas,Trata de personas con fines de trafico de organos,Trata de personas con fines de trafico de organos,Febrero,0,2026-Febrero
5797,2026,19,Nuevo Leon,La sociedad,Trata de personas,Trata de personas con otros fines,Trata de personas con otros fines,Febrero,1,2026-Febrero
5798,2026,19,Nuevo Leon,La sociedad,Pornografia infantil,Pornografia infantil,Pornografia infantil,Febrero,8,2026-Febrero
5799,2026,19,Nuevo Leon,La sociedad,Discriminacion,Discriminacion,Discriminacion,Febrero,3,2026-Febrero
5800,2026,19,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Narcomenudeo,Narcomenudeo posesion simple,Narcomenudeo posesion simple,Febrero,798,2026-Febrero
5801,2026,19,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Otros delitos del Fuero Comun,Otros delitos del Fuero Comun,Otros delitos del Fuero Comun,Febrero,291,2026-Febrero
5802,2026,19,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Narcomenudeo,Narcomenudeo con fines de venta,Narcomenudeo con fines de venta,Febrero,54,2026-Febrero
5803,2026,19,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Amenazas,Amenazas,Amenazas,Febrero,113,2026-Febrero
5804,2026,19,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,Febrero,26,2026-Febrero
5805,2026,19,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Evasion de presos,Evasion de presos,Evasion de presos,Febrero,0,2026-Febrero
5806,2026,19,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Falsedad,Falsedad,Falsedad,Febrero,13,2026-Febrero
5807,2026,19,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Falsificacion,Falsificacion,Falsificacion,Febrero,50,2026-Febrero
5808,2026,19,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,Febrero,43,2026-Febrero
5809,2026,19,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Delitos cometidos por servidores publicos,Delitos cometidos por servidores publicos,Delitos cometidos por servidores publicos,Febrero,134,2026-Febrero
5810,2026,19,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Electorales,Electorales,Electorales,Febrero,0,2026-Febrero
5811,2026,19,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Delitos contra la administracion de justicia,Delitos contra la administracion de justicia,Delitos contra la administracion de justicia,Febrero,4,2026-Febrero
5812,2026,19,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Suplantacion y usurpacion de identidad,Suplantacion y usurpacion de identidad,Suplantacion y usurpacion de identidad,Febrero,21,2026-Febrero
5813,2026,19,Nuevo Leon,Otros bienes juridicos afectados (del fuero comun),Tortura,Tortura,Tortura,Febrero,4,2026-Febrero
5814,2026,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Febrero,4,2026-Febrero
5815,2026,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Febrero,51,2026-Febrero
5816,2026,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Febrero,7,2026-Febrero
5817,2026,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Febrero,0,2026-Febrero
5818,2026,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Tentativa de homicidio doloso,Tentativa de homicidio doloso,Febrero,0,2026-Febrero
5819,2026,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Febrero,0,2026-Febrero
5820,2026,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Febrero,1,2026-Febrero
5821,2026,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Febrero,0,2026-Febrero
5822,2026,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de transito,Febrero,8,2026-Febrero
5823,2026,20,Oaxaca,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Febrero,0,2026-Febrero
5824,2026,20,Oaxaca,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Febrero,8,2026-Febrero
5825,2026,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,Febrero,19,2026-Febrero
5826,2026,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,Febrero,8,2026-Febrero
5827,2026,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,Febrero,162,2026-Febrero
5828,2026,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,Febrero,0,2026-Febrero
5829,2026,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,Febrero,0,2026-Febrero
5830,2026,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,Febrero,0,2026-Febrero
5831,2026,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,Febrero,10,2026-Febrero
5832,2026,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de transito,Febrero,64,2026-Febrero
5833,2026,20,Oaxaca,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,Febrero,0,2026-Febrero
5834,2026,20,Oaxaca,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,Febrero,1,2026-Febrero
5835,2026,20,Oaxaca,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,Febrero,0,2026-Febrero
5836,2026,20,Oaxaca,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,Febrero,0,2026-Febrero
5837,2026,20,Oaxaca,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,Febrero,0,2026-Febrero
5838,2026,20,Oaxaca,La vida y la Integridad corporal,Feminicidio,Tentativa de feminicidio,Tentativa de feminicidio,Febrero,0,2026-Febrero
5839,2026,20,Oaxaca,La vida y la Integridad corporal,Aborto,Aborto,Aborto,Febrero,0,2026-Febrero
5840,2026,20,Oaxaca,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Febrero,25,2026-Febrero
5841,2026,20,Oaxaca,Libertad personal,Secuestro,Secuestro extorsivo,Secuestro extorsivo,Febrero,0,2026-Febrero
5842,2026,20,Oaxaca,Libertad personal,Secuestro,Secuestro con calidad de rehen,Secuestro con calidad de rehen,Febrero,0,2026-Febrero
5843,2026,20,Oaxaca,Libertad personal,Secuestro,Secuestro para causar dano,Secuestro para causar dano,Febrero,1,2026-Febrero
5844,2026,20,Oaxaca,Libertad personal,Secuestro,Secuestro expres,Secuestro expres,Febrero,1,2026-Febrero
5845,2026,20,Oaxaca,Libertad personal,Trafico de menores,Trafico de menores,Trafico de menores,Febrero,0,2026-Febrero
5846,2026,20,Oaxaca,Libertad personal,Rapto,Rapto,Rapto,Febrero,0,2026-Febrero
5847,2026,20,Oaxaca,Libertad personal,Privacion ilegal de la libertad,Privacion ilegal de la libertad,Privacion ilegal de la libertad,Febrero,18,2026-Febrero
5848,2026,20,Oaxaca,Libertad personal,Retencion o sustraccion de menores e incapaces,Retencion o sustraccion de menores e incapaces,Retencion o sustraccion de menores e incapaces,Febrero,0,2026-Febrero
5849,2026,20,Oaxaca,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,Febrero,44,2026-Febrero
5850,2026,20,Oaxaca,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Febrero,12,2026-Febrero
5851,2026,20,Oaxaca,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,Febrero,13,2026-Febrero
5852,2026,20,Oaxaca,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,Febrero,3,2026-Febrero
5853,2026,20,Oaxaca,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,Febrero,0,2026-Febrero
5854,2026,20,Oaxaca,La libertad y la seguridad sexual,Violacion,Violacion simple,Violacion simple,Febrero,22,2026-Febrero
5855,2026,20,Oaxaca,La libertad y la seguridad sexual,Violacion,Violacion equiparada,Violacion equiparada,Febrero,23,2026-Febrero
5856,2026,20,Oaxaca,La libertad y la seguridad sexual,Violacion a la intimidad sexual,Violacion a la intimidad sexual,Violacion a la intimidad sexual,Febrero,27,2026-Febrero
5857,2026,20,Oaxaca,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Febrero,12,2026-Febrero
5858,2026,20,Oaxaca,El patrimonio,Robo,Robo a casa habitacion,Con violencia,Febrero,3,2026-Febrero
5859,2026,20,Oaxaca,El patrimonio,Robo,Robo a casa habitacion,Sin violencia,Febrero,21,2026-Febrero
5860,2026,20,Oaxaca,El patrimonio,Robo,Robo de vehiculo automotor - Coche de 4 ruedas,Con violencia,Febrero,14,2026-Febrero
5861,2026,20,Oaxaca,El patrimonio,Robo,Robo de vehiculo automotor - Coche de 4 ruedas,Sin violencia,Febrero,57,2026-Febrero
5862,2026,20,Oaxaca,El patrimonio,Robo,Robo de vehiculo automotor - Motocicleta,Con violencia,Febrero,14,2026-Febrero
5863,2026,20,Oaxaca,El patrimonio,Robo,Robo de vehiculo automotor - Motocicleta,Sin violencia,Febrero,95,2026-Febrero
5864,2026,20,Oaxaca,El patrimonio,Robo,Robo de vehiculo automotor - Embarcaciones,Con violencia,Febrero,0,2026-Febrero
5865,2026,20,Oaxaca,El patrimonio,Robo,Robo de vehiculo automotor - Embarcaciones,Sin violencia,Febrero,0,2026-Febrero
5866,2026,20,Oaxaca,El patrimonio,Robo,Robo de autopartes,Con violencia,Febrero,0,2026-Febrero
5867,2026,20,Oaxaca,El patrimonio,Robo,Robo de autopartes,Sin violencia,Febrero,3,2026-Febrero
5868,2026,20,Oaxaca,El patrimonio,Robo,Robo a transportista,Con violencia,Febrero,8,2026-Febrero
5869,2026,20,Oaxaca,El patrimonio,Robo,Robo a transportista,Sin violencia,Febrero,1,2026-Febrero
5870,2026,20,Oaxaca,El patrimonio,Robo,Robo a transeunte en via publica,Con violencia,Febrero,13,2026-Febrero
5871,2026,20,Oaxaca,El patrimonio,Robo,Robo a transeunte en via publica,Sin violencia,Febrero,5,2026-Febrero
5872,2026,20,Oaxaca,El patrimonio,Robo,Robo a transeunte en espacio abierto al publico,Con violencia,Febrero,2,2026-Febrero
5873,2026,20,Oaxaca,El patrimonio,Robo,Robo a transeunte en espacio abierto al publico,Sin violencia,Febrero,1,2026-Febrero
5874,2026,20,Oaxaca,El patrimonio,Robo,Robo en transporte publico individual,Con violencia,Febrero,0,2026-Febrero
5875,2026,20,Oaxaca,El patrimonio,Robo,Robo en transporte publico individual,Sin violencia,Febrero,0,2026-Febrero
5876,2026,20,Oaxaca,El patrimonio,Robo,Robo en transporte publico colectivo,Con violencia,Febrero,0,2026-Febrero
5877,2026,20,Oaxaca,El patrimonio,Robo,Robo en transporte publico colectivo,Sin violencia,Febrero,0,2026-Febrero
5878,2026,20,Oaxaca,El patrimonio,Robo,Robo en transporte individual,Con violencia,Febrero,0,2026-Febrero
5879,2026,20,Oaxaca,El patrimonio,Robo,Robo en transporte individual,Sin violencia,Febrero,0,2026-Febrero
5880,2026,20,Oaxaca,El patrimonio,Robo,Robo a institucion bancaria,Con violencia,Febrero,0,2026-Febrero
5881,2026,20,Oaxaca,El patrimonio,Robo,Robo a institucion bancaria,Sin violencia,Febrero,0,2026-Febrero
5882,2026,20,Oaxaca,El patrimonio,Robo,Robo a negocio,Con violencia,Febrero,20,2026-Febrero
5883,2026,20,Oaxaca,El patrimonio,Robo,Robo a negocio,Sin violencia,Febrero,37,2026-Febrero
5884,2026,20,Oaxaca,El patrimonio,Robo,Robo de ganado,Con violencia,Febrero,0,2026-Febrero
5885,2026,20,Oaxaca,El patrimonio,Robo,Robo de ganado,Sin violencia,Febrero,6,2026-Febrero
5886,2026,20,Oaxaca,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agricola,Con violencia,Febrero,0,2026-Febrero
5887,2026,20,Oaxaca,El patrimonio,Robo,Robo de maquinaria - Herramienta industrial o agricola,Sin violencia,Febrero,0,2026-Febrero
5888,2026,20,Oaxaca,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Con violencia,Febrero,0,2026-Febrero
5889,2026,20,Oaxaca,El patrimonio,Robo,Robo de maquinaria - Tractores y/o montacargas,Sin violencia,Febrero,0,2026-Febrero
5890,2026,20,Oaxaca,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios publicos",Con violencia,Febrero,0,2026-Febrero
5891,2026,20,Oaxaca,El patrimonio,Robo,"Robo de maquinaria - Cables, tubos y otros objetos destinados a servicios publicos",Sin violencia,Febrero,0,2026-Febrero
5892,2026,20,Oaxaca,El patrimonio,Robo,Otros robos,Con violencia,Febrero,21,2026-Febrero
5893,2026,20,Oaxaca,El patrimonio,Robo,Otros robos,Sin violencia,Febrero,62,2026-Febrero
5894,2026,20,Oaxaca,El patrimonio,Fraude,Fraude,Fraude,Febrero,103,2026-Febrero
5895,2026,20,Oaxaca,El patrimonio,Abuso de confianza,Abuso de confianza,Abuso de confianza,Febrero,21,2026-Febrero
5896,2026,20,Oaxaca,El patrimonio,Extorsion,Extorsion presencial,Extorsion presencial,Febrero,0,2026-Febrero
5897,2026,20,Oaxaca,El patrimonio,Extorsion,Tentativa de extorsion presencial,Tentativa de extorsion presencial,Febrero,0,2026-Febrero
5898,2026,20,Oaxaca,El patrimonio,Extorsion,Extorsion por otros medios,Extorsion por otros medios,Febrero,4,2026-Febrero
5899,2026,20,Oaxaca,El patrimonio,Extorsion,Tentativa de extorsion por otros medios,Tentativa de extorsion por otros medios,Febrero,0,2026-Febrero
5900,2026,20,Oaxaca,El patrimonio,Dano a la propiedad,Dano a la propiedad,Dano a la propiedad,Febrero,128,2026-Febrero
5901,2026,20,Oaxaca,El patrimonio,Despojo,Despojo,Despojo,Febrero,66,2026-Febrero
5902,2026,20,Oaxaca,La familia,Otros delitos contra la familia,Otros delitos contra la familia,Otros delitos contra la familia,Febrero,18,2026-Febrero
5903,2026,20,Oaxaca,La familia,Violencia familiar,Violencia familiar,Violencia familiar,Febrero,238,2026-Febrero
5904,2026,20,Oaxaca,La familia,Violencia de genero en todas sus modalidades distinta a la violencia familiar,Violencia de genero en todas sus modalidades distinta a la violencia familiar,Violencia de genero en todas sus modalidades distinta a la violencia familiar,Febrero,0,2026-Febrero
5905,2026,20,Oaxaca,La familia,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Incumplimiento de obligaciones de asistencia familiar,Febrero,29,2026-Febrero
5906,2026,20,Oaxaca,La sociedad,Corrupcion de menores,Corrupcion de menores,Corrupcion de menores,Febrero,3,2026-Febrero
5907,2026,20,Oaxaca,La sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Otros delitos contra la sociedad,Febrero,126,2026-Febrero
5908,2026,20,Oaxaca,La sociedad,Trata de personas,Trata de personas con fines de explotacion sexual,Trata de personas con fines de explotacion sexual,Febrero,2,2026-Febrero
5909,2026,20,Oaxaca,La sociedad,Trata de personas,Trata de personas con fines de trabajo o servicios forzados,Trata de personas con fines de trabajo o servicios forzados,Febrero,0,2026-Febrero
5910,2026,20,Oaxaca,La sociedad,Trata de personas,Trata de personas con fines de trafico de organos,Trata de personas con fines de trafico de organos,Febrero,0,2026-Febrero
5911,2026,20,Oaxaca,La sociedad,Trata de personas,Trata de personas con otros fines,Trata de personas con otros fines,Febrero,0,2026-Febrero
5912,2026,20,Oaxaca,La sociedad,Pornografia infantil,Pornografia infantil,Pornografia infantil,Febrero,2,2026-Febrero
5913,2026,20,Oaxaca,La sociedad,Discriminacion,Discriminacion,Discriminacion,Febrero,0,2026-Febrero
5914,2026,20,Oaxaca,Otros bienes juridicos afectados (del fuero comun),Narcomenudeo,Narcomenudeo posesion simple,Narcomenudeo posesion simple,Febrero,21,2026-Febrero
5915,2026,20,Oaxaca,Otros bienes juridicos afectados (del fuero comun),Otros delitos del Fuero Comun,Otros delitos del Fuero Comun,Otros delitos del Fuero Comun,Febrero,51,2026-Febrero
5916,2026,20,Oaxaca,Otros bienes juridicos afectados (del fuero comun),Narcomenudeo,Narcomenudeo con fines de venta,Narcomenudeo con fines de venta,Febrero,48,2026-Febrero
5917,2026,20,Oaxaca,Otros bienes juridicos afectados (del fuero comun),Amenazas,Amenazas,Amenazas,Febrero,307,2026-Febrero
5918,2026,20,Oaxaca,Otros bienes juridicos afectados (del fuero comun),Allanamiento de morada,Allanamiento de morada,Allanamiento de morada,Febrero,15,2026-Febrero
5919,2026,20,Oaxaca,Otros bienes juridicos afectados (del fuero comun),Evasion de presos,Evasion de presos,Evasion de presos,Febrero,0,2026-Febrero
5920,2026,20,Oaxaca,Otros bienes juridicos afectados (del fuero comun),Falsedad,Falsedad,Falsedad,Febrero,27,2026-Febrero
5921,2026,20,Oaxaca,Otros bienes juridicos afectados (del fuero comun),Falsificacion,Falsificacion,Falsificacion,Febrero,26,2026-Febrero
5922,2026,20,Oaxaca,Otros bienes juridicos afectados (del fuero comun),Contra el medio ambiente,Contra el medio ambiente,Contra el medio ambiente,Febrero,0,2026-Febrero
5923,2026,20,Oaxaca,Otros bienes juridicos afectados (del fuero comun),Delitos cometidos por servidores publicos,Delitos cometidos por servidores publicos,Delitos cometidos por servidores publicos,Febrero,24,2026-Febrero
5924,2026,20,Oaxaca,Otros bienes juridicos afectados (del fuero comun),Electorales,Electorales,Electorales,Febrero,13,2026-Febrero
5925,2026,20,Oaxaca,Otros bienes juridicos afectados (del fuero comun),Delitos contra la administracion de justicia,Delitos contra la administracion de justicia,Delitos contra la administracion de justicia,Febrero,0,2026-Febrero
5926,2026,20,Oaxaca,Otros bienes juridicos afectados (del fuero comun),Suplantacion y usurpacion de identidad,Suplantacion y usurpacion de identidad,Suplantacion y usurpacion de identidad,Febrero,0,2026-Febrero
5927,2026,20,Oaxaca,Otros bienes juridicos afectados (del fuero comun),Tortura,Tortura,Tortura,Febrero,5,2026-Febrero
5928,2026,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma blanca,Febrero,4,2026-Febrero
5929,2026,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con arma de fuego,Febrero,32,2026-Febrero
5930,2026,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio doloso,Con otro elemento,Febrero,4,2026-Febrero
5931,2026,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio doloso,No especificado,Febrero,0,2026-Febrero
5932,2026,21,Puebla,La vida y la Integridad corporal,Homicidio,Tentativa de homicidio doloso,Tentativa de homicidio doloso,Febrero,5,2026-Febrero
5933,2026,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma blanca,Febrero,0,2026-Febrero
5934,2026,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con arma de fuego,Febrero,0,2026-Febrero
5935,2026,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio culposo,Con otro elemento,Febrero,1,2026-Febrero
5936,2026,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio culposo,En accidente de transito,Febrero,56,2026-Febrero
5937,2026,21,Puebla,La vida y la Integridad corporal,Homicidio,Homicidio culposo,No especificado,Febrero,0,2026-Febrero
5938,2026,21,Puebla,La vida y la Integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Otros delitos que atentan contra la vida y la integridad corporal,Febrero,16,2026-Febrero
5939,2026,21,Puebla,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma blanca,Febrero,15,2026-Febrero
5940,2026,21,Puebla,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con arma de fuego,Febrero,17,2026-Febrero
5941,2026,21,Puebla,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,Con otro elemento,Febrero,306,2026-Febrero
5942,2026,21,Puebla,La vida y la Integridad corporal,Lesiones,Lesiones dolosas,No especificado,Febrero,0,2026-Febrero
5943,2026,21,Puebla,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma blanca,Febrero,0,2026-Febrero
5944,2026,21,Puebla,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con arma de fuego,Febrero,0,2026-Febrero
5945,2026,21,Puebla,La vida y la Integridad corporal,Lesiones,Lesiones culposas,Con otro elemento,Febrero,11,2026-Febrero
5946,2026,21,Puebla,La vida y la Integridad corporal,Lesiones,Lesiones culposas,En accidente de transito,Febrero,65,2026-Febrero
5947,2026,21,Puebla,La vida y la Integridad corporal,Lesiones,Lesiones culposas,No especificado,Febrero,3,2026-Febrero
5948,2026,21,Puebla,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma blanca,Febrero,0,2026-Febrero
5949,2026,21,Puebla,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con arma de fuego,Febrero,0,2026-Febrero
5950,2026,21,Puebla,La vida y la Integridad corporal,Feminicidio,Feminicidio,Con otro elemento,Febrero,0,2026-Febrero
5951,2026,21,Puebla,La vida y la Integridad corporal,Feminicidio,Feminicidio,No especificado,Febrero,0,2026-Febrero
5952,2026,21,Puebla,La vida y la Integridad corporal,Feminicidio,Tentativa de feminicidio,Tentativa de feminicidio,Febrero,0,2026-Febrero
5953,2026,21,Puebla,La vida y la Integridad corporal,Aborto,Aborto,Aborto,Febrero,1,2026-Febrero
5954,2026,21,Puebla,Libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Otros delitos que atentan contra la libertad personal,Febrero,0,2026-Febrero
5955,2026,21,Puebla,Libertad personal,Secuestro,Secuestro extorsivo,Secuestro extorsivo,Febrero,2,2026-Febrero
5956,2026,21,Puebla,Libertad personal,Secuestro,Secuestro con calidad de rehen,Secuestro con calidad de rehen,Febrero,0,2026-Febrero
5957,2026,21,Puebla,Libertad personal,Secuestro,Secuestro para causar dano,Secuestro para causar dano,Febrero,0,2026-Febrero
5958,2026,21,Puebla,Libertad personal,Secuestro,Secuestro expres,Secuestro expres,Febrero,0,2026-Febrero
5959,2026,21,Puebla,Libertad personal,Trafico de menores,Trafico de menores,Trafico de menores,Febrero,0,2026-Febrero
5960,2026,21,Puebla,Libertad personal,Rapto,Rapto,Rapto,Febrero,0,2026-Febrero
5961,2026,21,Puebla,Libertad personal,Privacion ilegal de la libertad,Privacion ilegal de la libertad,Privacion ilegal de la libertad,Febrero,6,2026-Febrero
5962,2026,21,Puebla,Libertad personal,Retencion o sustraccion de menores e incapaces,Retencion o sustraccion de menores e incapaces,Retencion o sustraccion de menores e incapaces,Febrero,56,2026-Febrero
5963,2026,21,Puebla,La libertad y la seguridad sexual,Abuso sexual,Abuso sexual,Abuso sexual,Febrero,83,2026-Febrero
5964,2026,21,Puebla,La libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Otros delitos que atentan contra la libertad y la seguridad sexual,Febrero,106,2026-Febrero
5965,2026,21,Puebla,La libertad y la seguridad sexual,Acoso sexual,Acoso sexual,Acoso sexual,Febrero,41,2026-Febrero
5966,2026,21,Puebla,La libertad y la seguridad sexual,Hostigamiento sexual,Hostigamiento sexual,Hostigamiento sexual,Febrero,12,2026-Febrero
5967,2026,21,Puebla,La libertad y la seguridad sexual,Incesto,Incesto,Incesto,Febrero,0,2026-Febrero
5968,2026,21,Puebla,La libertad y la seguridad sexual,Violacion,Violacion simple,Violacion simple,Febrero,26,2026-Febrero
5969,2026,21,Puebla,La libertad y la seguridad sexual,Violacion,Violacion equiparada,Violacion equiparada,Febrero,22,2026-Febrero
5970,2026,21,Puebla,La libertad y la seguridad sexual,Violacion a la intimidad sexual,Violacion a la intimidad sexual,Violacion a la intimidad sexual,Febrero,41,2026-Febrero
5971,2026,21,Puebla,El patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Otros delitos contra el patrimonio,Febrero,19,2026-Febrero
5972,2026,21,Puebla,El patrimonio,Robo,Robo a casa habitacion,Con violencia,Febrero,21,2026-Febrero
5973,2026,21,Puebla,El patrimonio,Robo,Robo a casa habitacion,Sin violencia,Febrero,112,2026-Febrero
5974,2026,21,Puebla,El patrimonio,Robo,Robo de vehiculo automotor - Coche de 4 ruedas,Con violencia,Febrero,160,2026-Febrero
5975,2026,21,Puebla,El patrimonio,Robo,Robo de vehiculo automotor - Coche de 4 ruedas,Sin violencia,Febrero,271,2026-Febrero
5976,2026,21,Puebla,El patrimonio,Robo,Robo de vehiculo automotor - Motocicleta,Con violencia,Febrero,53,2026-Febrero
5977,2026,21,Puebla,El patrimonio,Robo,Robo de vehiculo automotor - Motocicleta,Sin violencia,Febrero,203,2026-Febrero
5978,2026,21,Puebla,El patrimonio,Robo,Robo de vehiculo automotor - Embarcaciones,Con violencia,Febrero,0,2026-Febrero
5979,2026,21,Puebla,El patrimonio,Robo,Robo de vehiculo automotor - Embarcaciones,Sin violencia,Febrero,0,2026-Febrero
5980,2026,21,Puebla,El patrimonio,Robo,Robo de autopartes,Con violencia,Febrero,0,2026-Febrero
5981,2026,21,Puebla,El patrimonio,Robo,Robo de autopartes,Sin violencia,Febrero,133,2026-Febrero
5982,2026,21,Puebla,El patrimonio,Robo,Robo a transportista,Con violencia,Febrero,86,2026-Febrero
5983,2026,21,Puebla,El patrimonio,Robo,Robo a transportista,Sin violencia,Febrero,4,2026-Febrero
5984,2026,21,Puebla,El patrimonio,Robo,Robo a transeunte en via publica,Con violencia,Febrero,203,2026-Febrero
5985,2026,21,Puebla,El patrimonio,Robo,Robo a transeunte en via publica,Sin violencia,Febrero,73,2026-Febrero
5986,2026,21,Puebla,El patrimonio,Robo,Robo a transeunte en espacio abierto al publico,Con violencia,Febrero,0,2026-Febrero
5987,2026,21,Puebla,El patrimonio,Robo,Robo a transeunte en espacio abierto al publico,Sin violencia,Febrero,0,2026-Febrero
